filename,filepath,emotion,intensity,actor,gender,statement,repetition,nervousness,confidence,fluency,pace,tone
Actor_18/03-01-05-02-01-02-18.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_18/03-01-05-02-01-02-18.wav,angry,strong,18,male,Kids are talking by the door,second,0.34683815471235224,0.9513658898455553,0.7806449731737899,1.0,0.9764243811782436
Actor_03/03-01-05-02-02-01-03.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_03/03-01-05-02-02-01-03.wav,angry,strong,03,female,Dogs are sitting by the door,first,0.187285329383798,0.9722795238790649,0.8986141166109097,1.0,1.0
Actor_07/03-01-06-01-02-01-07.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_07/03-01-06-01-02-01-07.wav,fearful,normal,07,female,Dogs are sitting by the door,first,0.7158227620914357,0.2588859373965756,0.46880325678104756,0.6348374501381221,0.3434624715222235
Actor_11/03-01-02-01-02-02-11.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_11/03-01-02-01-02-02-11.wav,calm,normal,11,female,Dogs are sitting by the door,second,0.13714492859348976,0.8612113342697105,0.9612522396359702,0.7511210891684879,0.7043178641574788
Actor_11/03-01-05-01-02-01-11.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_11/03-01-05-01-02-01-11.wav,angry,normal,11,female,Dogs are sitting by the door,first,0.19255898027910726,0.827327854689557,0.5274318524073836,0.9540712710586945,0.785181677930248
Actor_22/03-01-06-02-02-01-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-06-02-02-01-22.wav,fearful,strong,22,male,Dogs are sitting by the door,first,0.9706850311537593,0.3902889527884114,0.5419794351161539,0.6774105357793605,0.4414146559020328
Actor_23/03-01-08-02-01-01-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-08-02-01-01-23.wav,surprised,strong,23,male,Kids are talking by the door,first,0.47494113498638557,0.8107884198389119,0.8546438287302943,1.0,0.9915242085656999
Actor_11/03-01-02-02-01-01-11.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_11/03-01-02-02-01-01-11.wav,calm,strong,11,female,Kids are talking by the door,first,0.13772703362417663,0.9483602423020244,0.9734070817927322,0.9068714702556958,0.8681536453042786
Actor_18/03-01-05-01-01-02-18.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_18/03-01-05-01-01-02-18.wav,angry,normal,18,male,Kids are talking by the door,second,0.15697745391164666,0.8334760051889261,0.6720269090088808,0.9270215809950747,0.7613375494010919
Actor_02/03-01-02-02-01-01-02.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_02/03-01-02-02-01-01-02.wav,calm,strong,02,female,Kids are talking by the door,first,0.13754246329001948,1.0,1.0,0.9592558790131696,0.7593829566912443
Actor_11/03-01-06-01-01-01-11.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_11/03-01-06-01-01-01-11.wav,fearful,normal,11,female,Kids are talking by the door,first,0.8134581231069994,0.3476237537492427,0.26152134573878394,0.5492305171849805,0.4630502899497767
Actor_23/03-01-03-02-01-01-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-03-02-01-01-23.wav,happy,strong,23,male,Kids are talking by the door,first,0.09682279872726257,0.9185811353410717,0.946825941407493,0.9140861495723043,0.8981564792891701
Actor_18/03-01-05-01-01-01-18.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_18/03-01-05-01-01-01-18.wav,angry,normal,18,male,Kids are talking by the door,first,0.060643252420200605,0.8167231034838357,0.6033174013430054,0.9020886766122362,0.8516796980774888
Actor_04/03-01-02-02-01-01-04.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_04/03-01-02-02-01-01-04.wav,calm,strong,04,female,Kids are talking by the door,first,0.07975920087564595,0.9444806161634316,0.9932904262398066,0.9761376536599962,0.8679554204064568
Actor_16/03-01-08-01-02-02-16.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_16/03-01-08-01-02-02-16.wav,surprised,normal,16,male,Dogs are sitting by the door,second,0.38899328009307177,0.5914416006535599,0.7481578651663627,0.8099660856277369,0.7170042980121322
Actor_13/03-01-06-01-01-02-13.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_13/03-01-06-01-01-02-13.wav,fearful,normal,13,male,Kids are talking by the door,second,0.7104500907702413,0.29427326129560993,0.43568539066377554,0.5853748235954269,0.4054820741004256
Actor_09/03-01-06-01-01-02-09.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_09/03-01-06-01-01-02-09.wav,fearful,normal,09,female,Kids are talking by the door,second,0.8567875926441584,0.2730831018954361,0.3639480266659135,0.5843571469469262,0.5185028451563716
Actor_20/03-01-05-01-01-02-20.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_20/03-01-05-01-01-02-20.wav,angry,normal,20,male,Kids are talking by the door,second,0.2567486381638815,0.8601213641414214,0.6336923888114605,0.9266833411865788,0.718464029448872
Actor_02/03-01-06-02-01-02-02.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_02/03-01-06-02-01-02-02.wav,fearful,strong,02,female,Kids are talking by the door,second,1.0,0.46121945191912866,0.4449707450372058,0.777234347034161,0.5452625228158758
Actor_16/03-01-04-02-02-01-16.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_16/03-01-04-02-02-01-16.wav,sad,strong,16,male,Dogs are sitting by the door,first,0.3872757642915773,0.4538780675292209,0.70183534305833,0.7048784370815482,0.35256352634622495
Actor_03/03-01-08-02-02-01-03.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_03/03-01-08-02-02-01-03.wav,surprised,strong,03,female,Dogs are sitting by the door,first,0.4976794540082732,0.7558250782362247,1.0,1.0,0.8990145567582698
Actor_24/03-01-01-01-01-01-24.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_24/03-01-01-01-01-01-24.wav,neutral,normal,24,male,Kids are talking by the door,first,0.21914358575215587,0.5790481462598228,0.8212554812990764,0.5993931665186887,0.5668716524937161
Actor_24/03-01-05-01-01-01-24.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_24/03-01-05-01-01-01-24.wav,angry,normal,24,male,Kids are talking by the door,first,0.3167873025321242,0.7334965312400671,0.7517515229183691,0.902030372735409,0.8528569812398621
Actor_10/03-01-05-01-01-02-10.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_10/03-01-05-01-01-02-10.wav,angry,normal,10,female,Kids are talking by the door,second,0.26665234362288104,0.8253631640501363,0.7931316642782521,0.8577815851535999,0.8800276068369264
Actor_20/03-01-04-01-01-02-20.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_20/03-01-04-01-01-02-20.wav,sad,normal,20,male,Kids are talking by the door,second,0.29068587733699996,0.39147078717812617,0.6012718931159097,0.5037072826038299,0.33562195765656583
Actor_08/03-01-06-01-02-01-08.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_08/03-01-06-01-02-01-08.wav,fearful,normal,08,female,Dogs are sitting by the door,first,0.7031124801069177,0.2754988193519151,0.407265585872787,0.5294464733441877,0.34682512318273695
Actor_06/03-01-03-01-01-02-06.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_06/03-01-03-01-01-02-06.wav,happy,normal,06,female,Kids are talking by the door,second,0.07813975325131767,0.9719087345546797,0.8138329383413367,0.7370030380153845,0.9998878868528044
Actor_14/03-01-06-01-01-02-14.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_14/03-01-06-01-01-02-14.wav,fearful,normal,14,male,Kids are talking by the door,second,0.9003551826587689,0.32595773900890423,0.4119916029069205,0.5311056536998727,0.3966684586440324
Actor_16/03-01-03-01-02-01-16.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_16/03-01-03-01-02-01-16.wav,happy,normal,16,male,Dogs are sitting by the door,first,0.14974562486770512,0.9393246357622945,0.9517813206197904,0.8450913762915732,0.9076295136548412
Actor_10/03-01-06-01-01-01-10.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_10/03-01-06-01-01-01-10.wav,fearful,normal,10,female,Kids are talking by the door,first,0.7626813046023312,0.33015386002329106,0.42007836779892527,0.6177536537991025,0.4050890575286819
Actor_22/03-01-01-01-02-01-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-01-01-02-01-22.wav,neutral,normal,22,male,Dogs are sitting by the door,first,0.21727225895838295,0.6654130874009798,0.793136746105375,0.7396472800845825,0.5862737319102653
Actor_10/03-01-08-01-02-02-10.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_10/03-01-08-01-02-02-10.wav,surprised,normal,10,female,Dogs are sitting by the door,second,0.400470858366333,0.5860856048794142,0.8090227392021778,0.8125255203062779,0.8671421617529093
Actor_23/03-01-04-01-01-01-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-04-01-01-01-23.wav,sad,normal,23,male,Kids are talking by the door,first,0.22246388148081933,0.4783664683587627,0.5639413230060903,0.596182553107345,0.2949371594803115
Actor_09/03-01-08-01-01-02-09.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_09/03-01-08-01-01-02-09.wav,surprised,normal,09,female,Kids are talking by the door,second,0.4664436852644896,0.6986913011884544,0.8387628134151337,0.7902374234800511,0.8081078498098625
Actor_22/03-01-02-01-01-01-22.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_22/03-01-02-01-01-01-22.wav,calm,normal,22,male,Kids are talking by the door,first,0.037978244037313286,0.811130872297408,0.9886196191738018,0.8061506948744407,0.6536315349394134
Actor_03/03-01-02-01-01-02-03.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_03/03-01-02-01-01-02-03.wav,calm,normal,03,female,Kids are talking by the door,second,0.09349342485437032,0.8088948421759243,0.8895507728771688,0.7863350005429944,0.7575304605815634
Actor_13/03-01-08-02-02-01-13.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_13/03-01-08-02-02-01-13.wav,surprised,strong,13,male,Dogs are sitting by the door,first,0.531683841407576,0.8522301288208551,0.9326652481236145,0.9899336332155221,0.9800553986250753
Actor_13/03-01-01-01-02-01-13.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_13/03-01-01-01-02-01-13.wav,neutral,normal,13,male,Dogs are sitting by the door,first,0.2926778325346842,0.6339581638841463,0.805240921529714,0.6405505994383952,0.6005358829081723
Actor_09/03-01-05-02-02-02-09.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_09/03-01-05-02-02-02-09.wav,angry,strong,09,female,Dogs are sitting by the door,second,0.25735715053420766,1.0,0.856360815541541,1.0,1.0
Actor_17/03-01-07-01-02-01-17.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_17/03-01-07-01-02-01-17.wav,disgust,normal,17,male,Dogs are sitting by the door,first,0.23705891086103525,0.5304002813996316,0.7437265461242257,0.7383890763608278,0.4808556080438821
Actor_14/03-01-05-01-01-01-14.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_14/03-01-05-01-01-01-14.wav,angry,normal,14,male,Kids are talking by the door,first,0.12686317217583265,0.6824209245684739,0.7345571619824077,0.9120464706815754,0.7931733870690584
Actor_23/03-01-06-01-01-02-23.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_23/03-01-06-01-01-02-23.wav,fearful,normal,23,male,Kids are talking by the door,second,0.8350291785811131,0.31215322728185113,0.3947173950877482,0.5419944665005232,0.33909091538838987
Actor_08/03-01-07-01-01-01-08.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_08/03-01-07-01-01-01-08.wav,disgust,normal,08,female,Kids are talking by the door,first,0.09299691199859245,0.5950662260546887,0.7313611926801634,0.6528044636034479,0.4149758314759669
Actor_12/03-01-06-02-01-01-12.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_12/03-01-06-02-01-01-12.wav,fearful,strong,12,female,Kids are talking by the door,first,0.9360775832432889,0.3559784600022641,0.5060150896525268,0.6606025164748851,0.4646332442062455
Actor_10/03-01-04-02-01-02-10.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_10/03-01-04-02-01-02-10.wav,sad,strong,10,female,Kids are talking by the door,second,0.4191505832753481,0.45298312551966424,0.7720164345892544,0.6005606232437937,0.3544353186160659
Actor_15/03-01-02-01-01-02-15.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_15/03-01-02-01-01-02-15.wav,calm,normal,15,male,Kids are talking by the door,second,0.0,0.7965853340703416,1.0,0.7809497042950919,0.7215357114823175
Actor_14/03-01-01-01-01-01-14.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_14/03-01-01-01-01-01-14.wav,neutral,normal,14,male,Kids are talking by the door,first,0.2291856590225858,0.7012866869081846,0.8493134749551019,0.7419698747765241,0.6089327443944135
Actor_15/03-01-05-01-02-02-15.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_15/03-01-05-01-02-02-15.wav,angry,normal,15,male,Dogs are sitting by the door,second,0.28872110946550794,0.7609386004547584,0.7490119257082394,0.8796421353884601,0.7574887418756114
Actor_02/03-01-03-02-02-01-02.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_02/03-01-03-02-02-01-02.wav,happy,strong,02,female,Dogs are sitting by the door,first,0.13531368439767819,0.9703017541653073,0.9972620615811532,0.8300103434560934,0.9868834133992812
Actor_06/03-01-07-02-01-02-06.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_06/03-01-07-02-01-02-06.wav,disgust,strong,06,female,Kids are talking by the door,second,0.23771879541329238,0.7570995169828629,0.8389704865886097,0.8694651532539065,0.5388728576906237
Actor_13/03-01-06-02-02-02-13.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_13/03-01-06-02-02-02-13.wav,fearful,strong,13,male,Dogs are sitting by the door,second,0.9900911130639999,0.40168076691090027,0.46029716063660114,0.7565631606435914,0.4632881052623826
Actor_16/03-01-05-02-02-01-16.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_16/03-01-05-02-02-01-16.wav,angry,strong,16,male,Dogs are sitting by the door,first,0.22509267863172547,0.9355029157524949,0.8538246621260797,1.0,0.920128249259718
Actor_06/03-01-03-02-02-02-06.wav,/teamspace/studios/this_studio/Mirror_Mind/data/raw_audio/ravdess/Actor_06/03-01-03-02-02-02-06.wav,happy,strong,06,female,Dogs are sitting by the door,second,0.08566741611770493,1.0,1.0,0.9627875863030674,0.9670891668777692
